inn,класс,год_дела,стадия,вес,okved,окопф,выручка,автономия,ликвидность,падение_выручки,ча_отрицательные_2года,убыток_2года,флаги
7722854614,выжил,,,9.81767,47.91.2,12165,397,-20.9114,,0.260708,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7723187018,выжил,,,9.81767,25.50,12300,385646,0.48137,1.50543,-0.0598077,False,True,убыток_2года
7723210637,выжил,,,9.81767,93.29.9,71400,0,,,1,,True,падение_выручки;убыток_2года
7723396501,выжил,,,9.81767,09.10.2,12300,136257,0.406742,,-0.500975,False,False,
7723413490,выжил,,,9.81767,56.10,12300,4485,-0.18417,2.17276,,True,False,коэффициент_автономии;ча_отрицательные_2года
7723526662,выжил,,,9.81767,45.32,12300,2441,0.835507,,-41.8246,False,True,убыток_2года
7723707002,выжил,,,9.81767,68.32.1,20716,,,,,,,
7723740786,выжил,,,9.81767,45.2,12300,36282,0.325015,,0.0947379,False,False,
7723819161,выжил,,,9.81767,41.20,12300,,0.993127,145.5,,False,,
7723826440,выжил,,,9.81767,86.10,12300,8532,0.03125,1.03226,0.1702,False,False,коэффициент_автономии
7723902050,банкрот,2023,ProceedingsStopped,1,46.31,12300,982259,0.012092,,-0.0507815,False,False,коэффициент_автономии
7724194000,выжил,,,9.81767,52.21.24,20201,,0,,,,False,коэффициент_автономии
7724324860,выжил,,,9.81767,45.3,12300,344776,0.429494,,-0.752276,False,False,
7724365249,выжил,,,9.81767,46.73,12300,47,0.107764,,0.999022,False,False,падение_выручки
7724373803,выжил,,,9.81767,38.11,12300,61655,0.043499,,-0.173465,False,False,коэффициент_автономии
7724398406,выжил,,,9.81767,29.10,12300,,1,,,False,,
7724400221,выжил,,,9.81767,47.91,12300,30675,0.941484,,0.819913,False,False,падение_выручки
7724400542,выжил,,,9.81767,73.11,12300,,-0.166667,,,True,,коэффициент_автономии;ча_отрицательные_2года
7724437119,выжил,,,9.81767,46.69,12300,14401,0.437298,,-0.0303356,False,False,
7724449185,выжил,,,9.81767,86.90,12300,,,,,False,False,
7724463334,выжил,,,9.81767,73.11,12300,,0.242718,,,False,,
7724494036,выжил,,,9.81767,41.20,12300,589586,0.00422335,1.00424,-33.0427,False,False,коэффициент_автономии
7724598620,выжил,,,9.81767,,12165,303431,0.970956,32.0853,-1.06194,False,False,
7724649120,выжил,,,9.81767,62.01,12300,49387,0.730971,3.69061,-0.984211,False,False,
7724711001,выжил,,,9.81767,95.22.1,12300,43716,-0.10257,,-0.358821,True,False,коэффициент_автономии;ча_отрицательные_2года
7724755496,выжил,,,9.81767,,12300,0,0.909091,,1,False,False,падение_выручки
7724767519,выжил,,,9.81767,46.12.3,12300,69796,0.476927,1.91178,-0.117344,False,False,
7724858413,выжил,,,9.81767,46.3,12165,5613,-0.0858411,,0.300735,False,True,коэффициент_автономии;убыток_2года
7724893087,выжил,,,9.81767,46.33,12300,92569,0.265384,,-0.366393,False,False,
7724899843,выжил,,,9.81767,47.65,12300,44452,0.00594059,1.00598,0.313377,False,False,коэффициент_автономии
7724905247,выжил,,,9.81767,,12300,45172,0.416431,1.71377,-0.03123,False,False,
7725009250,выжил,,,9.81767,68.20,12300,44820,0.950141,,-0.0589236,False,False,
7725083455,выжил,,,9.81767,80.10,12300,258637,0.123789,1.13135,-0.188272,False,False,
7725285412,выжил,,,9.81767,22.19,12300,78143,0.242255,1.45753,-0.905555,False,False,
7725377889,выжил,,,9.81767,46.69.8,12300,6852,0.981524,54.125,,False,False,
7725387365,выжил,,,9.81767,73.20,12300,7304,0.878975,7.9776,-0.108682,False,False,
7725412614,выжил,,,9.81767,52.24,12300,40301,0.000688142,1.00069,0,False,False,коэффициент_автономии
7725495219,выжил,,,9.81767,43.29,12300,850,0.00670017,,-0.0493827,False,False,коэффициент_автономии
7725498266,выжил,,,9.81767,73.11,12300,,0.333333,1.5,,False,,
7725588600,выжил,,,9.81767,47.29.35,12300,92517,0.478884,,-0.118246,False,False,
7725600939,выжил,,,9.81767,55.1,12300,1723,-0.302872,,0.314638,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7725608631,выжил,,,9.81767,64.9,12300,,,,,False,False,
7725713851,выжил,,,9.81767,93.13,12165,5803,-8.88839,,-0.434611,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7725719155,выжил,,,9.81767,86,12300,0,1,,1,False,False,падение_выручки
7725739730,выжил,,,9.81767,90.04.3,12300,1944,0.963707,,0.192356,False,False,
7725819270,банкрот,2023,Tender,1,71.1,12300,210737,0.0883472,,-1.04589,False,False,коэффициент_автономии
7725835296,выжил,,,9.81767,46.19,12300,47479,0.0588411,,-2.73909,False,False,коэффициент_автономии
7726081115,выжил,,,9.81767,94.20,20202,,,,,,,
7726302565,выжил,,,9.81767,72.19,12300,,0,,,,False,коэффициент_автономии
7726338025,выжил,,,9.81767,47.59.3,12300,393,-3.54116,,-1.07937,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7726355849,выжил,,,9.81767,46.90,12300,567424,0.0771578,1.0826,-0.0607107,False,False,коэффициент_автономии
7726456798,выжил,,,9.81767,47.91,12300,60668,0.716634,,-2.09058,False,False,
7726473264,выжил,,,9.81767,71.20,12300,,-6.70588,,,,False,коэффициент_автономии
7726477413,выжил,,,9.81767,68.20.2,12300,,-4.81132,,,,False,коэффициент_автономии
7726582506,выжил,,,9.81767,46.90,12300,,0.96,,,False,,
7726656878,выжил,,,9.81767,,12300,11605,0.449804,1.78799,-0.463061,False,False,
7726733402,выжил,,,9.81767,45.20,12300,,1,,,False,,
7727167012,выжил,,,9.81767,68.20,12300,630,-5.46212,,0.611111,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
7727310600,выжил,,,9.81767,46.75,12300,0,1,,,False,False,
7727334697,выжил,,,9.81767,46.71,12300,,0.19131,,,False,True,убыток_2года
7727381714,выжил,,,9.81767,46.49,12300,37269,0.661233,2.80038,-0.505879,False,False,
7727401343,выжил,,,9.81767,53.20.32,12300,246082,0.988909,,-2510.04,False,False,
7727406214,выжил,,,9.81767,56.10.1,12300,20562,0.886833,,-0.3667,False,False,
7727408500,выжил,,,9.81767,,12300,211209,0.0199581,,0.0121327,False,False,коэффициент_автономии
7727422720,банкрот,2022,Tender,1,46.21,12300,19221,-0.0108246,0.996843,0.930638,True,True,коэффициент_автономии;падение_выручки;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
7727451030,выжил,,,9.81767,62.01,12300,103575,-0.889841,,-1.82336,False,False,коэффициент_автономии
7727453510,выжил,,,9.81767,,12300,0,0.933333,,,,False,
7727461046,выжил,,,9.81767,41.20,12300,42529,0.0250372,1.02568,,False,False,коэффициент_автономии
7727471358,выжил,,,9.81767,46.73.6,12300,,,,,False,,
7727481042,выжил,,,9.81767,41.20,12300,,1,,,False,,
7727658557,выжил,,,9.81767,77.11,12300,420,0.554225,,0.704641,False,False,падение_выручки
7727667833,выжил,,,9.81767,61.10.9,12300,2034,0.97074,,0.223071,False,False,
7727687491,выжил,,,9.81767,,12300,16098,0.954755,,-0.120406,False,False,
7727725370,выжил,,,9.81767,71.1,12300,14237,0.141307,1.16456,-2.82921,False,False,
7727789038,выжил,,,9.81767,46.69,12300,511784,0.199069,1.35348,-0.467027,False,False,
7727804776,выжил,,,9.81767,81.22,12300,386,-1.13365,,-3.19565,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7727833706,выжил,,,9.81767,45.31,12300,806039,0.0841065,1.09083,-1.56705,False,False,коэффициент_автономии
7727842637,выжил,,,9.81767,81.21,12300,47551,0.0231159,,-2.80195,False,False,коэффициент_автономии
7728152273,выжил,,,9.81767,43.29,12300,8904,1,,,,False,
7728174566,выжил,,,9.81767,86.23,12300,114609,0.608659,,-0.367437,False,False,
7728231969,выжил,,,9.81767,46.31,12300,,-0.656137,,,True,False,коэффициент_автономии;ча_отрицательные_2года
7728239735,выжил,,,9.81767,68.20.2,12300,20284,0.896011,2.63133,-0.620257,False,False,
7728297448,выжил,,,9.81767,96.02,12300,,-1.95349,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7728352650,выжил,,,9.81767,47.30,12300,28155,0.234585,,-0.0646222,False,False,
7728356277,выжил,,,9.81767,46.73.6,12300,39705,0.318006,,-0.530117,False,False,
7728373811,выжил,,,9.81767,46.90,12300,289,-0.277778,,,True,False,коэффициент_автономии;ча_отрицательные_2года
7728445689,выжил,,,9.81767,72.20,12300,0,0.871823,7.4569,1,False,True,падение_выручки;убыток_2года
7728472876,выжил,,,9.81767,,12300,144908,0.0174894,,-2.06755,False,False,коэффициент_автономии
7728485868,выжил,,,9.81767,,12300,,0.507937,,,False,False,
7728521989,банкрот,2022,ProceedingsStopped,1,,12267,28285,0.531228,2.57461,0.260407,False,True,убыток_2года
7728527229,выжил,,,9.81767,66.19,12300,0,-4.01974,,1,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
7728556999,выжил,,,9.81767,43.2,12300,654,-0.380601,,0.52193,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
7728674939,выжил,,,9.81767,46.90,12300,1.54123e+06,0.182853,1.15263,-1.00919,False,False,
7728717540,выжил,,,9.81767,,12300,417219,0.0781057,,0.0410897,False,False,коэффициент_автономии
7728794810,выжил,,,9.81767,78.10,12300,72199,0.386954,,-2.14004,False,False,
7728832737,выжил,,,9.81767,79.11,12300,10,0.254902,,0.772727,False,False,падение_выручки
7728842742,выжил,,,9.81767,47.73,12300,,,,,False,,
7728843626,банкрот,2022,Tender,1,43.21,12300,583,-0.346595,,0.991523,False,True,коэффициент_автономии;падение_выручки;убыток_2года
7728850310,выжил,,,9.81767,,12300,1.23613e+07,0.353493,1.503,-0.0178995,False,False,
7729006726,банкрот,2024,ProceedingsFinished,1,71.11,12267,,-0.000118737,0.0505016,,False,False,коэффициент_автономии;текущая_ликвидность
7729076346,выжил,,,9.81767,52.21.24,20101,,,,,,,
7729196474,выжил,,,9.81767,68.20,12300,3857,0.976129,,-0.14451,False,True,убыток_2года
7729440316,выжил,,,9.81767,,75500,5156,,,-0.235858,,False,
7729497841,выжил,,,9.81767,55.90,12300,,,,,,,
7729548197,выжил,,,9.81767,68.32.1,12247,49606,0.281373,0.393704,0.235407,False,False,текущая_ликвидность
7729580320,выжил,,,9.81767,46.19,10000,356163,0.165742,,-0.604598,False,False,
7729669466,выжил,,,9.81767,46.1,12300,13292,0.58036,,0.77444,False,False,падение_выручки
7729685845,выжил,,,9.81767,52.29,12300,48799,0.745136,,-0.607239,False,False,
7729719163,выжил,,,9.81767,46.75.1,12300,23212,0.731182,,-2.15724,False,False,
7729720377,выжил,,,9.81767,46.32,12300,22440,0.2718,1.37325,0.357167,False,False,
7729738511,выжил,,,9.81767,46.72,12165,11342,0.0143609,1.01457,-0.916202,False,False,коэффициент_автономии
7729740398,выжил,,,9.81767,,12300,25969,0.515562,1.9999,-0.226805,False,False,
7729748100,выжил,,,9.81767,43.33,12300,3936,0.475651,,-0.131034,False,False,
7729779050,выжил,,,9.81767,81.22,12300,597,0.640927,2.78495,0.0729814,False,False,
7731201636,выжил,,,9.81767,,12300,3973,0.730043,,-0.0171531,False,False,
7731317817,выжил,,,9.81767,46.69.8,12300,3576,0.282338,,-17.433,False,False,
7731335340,выжил,,,9.81767,25.11,12300,41750,0.0861722,,-0.627173,False,False,коэффициент_автономии
7731375520,выжил,,,9.81767,46.19,12300,32,0.981818,,0.977496,False,False,падение_выручки
7731400409,выжил,,,9.81767,73.11,12300,,-2.28571,0.166667,,True,True,коэффициент_автономии;текущая_ликвидность;убыток_2года;ча_отрицательные_2года
7731405510,выжил,,,9.81767,56.10,12300,28371,0.285388,,-0.628739,False,False,
7731409345,выжил,,,9.81767,69.10,12300,57546,0.812791,,0.0882791,False,False,
7731424079,выжил,,,9.81767,80.10,12300,,1,,,False,,
7731441638,выжил,,,9.81767,46.4,12300,89300,0.0134655,1.21014,-0.6364,False,False,коэффициент_автономии
7731571877,выжил,,,9.81767,49.41,12300,11527,0.00601937,0.572831,0.13474,False,False,коэффициент_автономии;текущая_ликвидность
7731650335,выжил,,,9.81767,80.10,12300,14907,-0.0599129,1.10871,0.437026,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7732113936,выжил,,,9.81767,70.22,12300,136978,0.221952,,-0.0890458,False,False,
7732120122,выжил,,,9.81767,,12300,456,0.107062,34.8667,0.72841,False,False,падение_выручки
7732501110,выжил,,,9.81767,,12300,9020,0.71704,3.32771,-1.91626,False,False,
7733191239,выжил,,,9.81767,69.10,71400,,,,,,,
7733238504,банкрот,2024,ProceedingsStopped,1,71.11.1,12300,1.25278e+06,0.0182563,1.01853,0.106289,False,False,коэффициент_автономии
7733246382,выжил,,,9.81767,46.49,12300,42303,0.913254,,0.391017,False,False,
7733266893,выжил,,,9.81767,,12300,75526,0.630887,,-0.541756,False,False,
7733332970,выжил,,,9.81767,85.11,75500,10782,,,-9.50877,,False,
7733347006,выжил,,,9.81767,41.20,12300,,1,,,False,,
7733361868,выжил,,,9.81767,86.90,12300,429,0.608696,,,,False,
7733365164,выжил,,,9.81767,86.23,12300,,0.424024,0.223488,,False,,текущая_ликвидность
7733368630,выжил,,,9.81767,74.90,71400,693,,,,,False,
7733598338,выжил,,,9.81767,55.1,12165,41202,0.576431,,-1.02238,False,False,
7733758729,выжил,,,9.81767,41.20,12300,18822,0.112846,,-0.0970449,False,False,
7733786074,выжил,,,9.81767,,12300,5200,0.211325,,0.752652,False,False,падение_выручки
7733839569,выжил,,,9.81767,52.10,12300,1336,1,,-0.139932,False,False,
7733879970,банкрот,2022,Tender,1,41.20,12300,28526,0.257787,1.34435,0.817592,False,False,падение_выручки
7734349493,выжил,,,9.81767,60.10,12300,182,-2.53595,,-1.14118,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7734359276,выжил,,,9.81767,,12300,84125,-0.676025,,-0.101084,True,False,коэффициент_автономии;ча_отрицательные_2года
7734414150,выжил,,,9.81767,46.90,12300,4050,-0.128003,,0.626349,False,False,коэффициент_автономии;падение_выручки
7734422658,выжил,,,9.81767,,12300,21103,0.958258,22.7243,-0.583358,False,False,
7734424616,выжил,,,9.81767,52.10,12300,255162,0.151141,,-0.87535,False,False,
7734428593,выжил,,,9.81767,41.20,12300,0,0.365591,,1,False,False,падение_выручки
7734511393,выжил,,,9.81767,86.23,12300,24505,0.702636,,-1.23892,False,False,
7734521049,выжил,,,9.81767,69.10,12300,,,,,,,
7734589054,выжил,,,9.81767,82.99,12300,18086,0.824148,6.77174,-0.182787,False,False,
7734658156,выжил,,,9.81767,52.21.24,20101,,,,,,,
7734702461,выжил,,,9.81767,38.32.3,12165,3002,0.393469,,-0.114328,False,False,
7734716440,выжил,,,9.81767,,12165,40879,0.938401,,-0.576149,False,False,
7734722010,выжил,,,9.81767,41.20,12300,20393,0.00442996,,0.49541,False,False,коэффициент_автономии
7734738845,выжил,,,9.81767,86.10,12300,24364,-0.0646214,,0.171264,True,False,коэффициент_автономии;ча_отрицательные_2года
7735027114,выжил,,,9.81767,47.19,12300,0,1,,1,False,True,падение_выручки;убыток_2года
7735081016,выжил,,,9.81767,55.30,12300,1430,1,,,False,False,
7735167390,банкрот,2023,ProceedingsFinished,1,26.11,12300,,0.00240674,,,False,,коэффициент_автономии
7735181660,выжил,,,9.81767,53.20.3,12300,9859,0.943079,17.5682,0.917933,False,False,падение_выручки
7735191805,выжил,,,9.81767,,12300,190,0.572405,,,,False,
7735607323,выжил,,,9.81767,46.90,12165,734,-1.45609,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7736224845,выжил,,,9.81767,86.23,12300,57564,0.556048,,0.0337071,False,False,
7736251863,выжил,,,9.81767,73.20,12300,59880,0.918058,,-0.150698,False,False,
7736288246,выжил,,,9.81767,41.20,12300,1646,0.00669344,,,False,False,коэффициент_автономии
7736313774,выжил,,,9.81767,43.22,12300,50933,0.0179792,,0.633968,False,False,коэффициент_автономии;падение_выручки
7736322698,выжил,,,9.81767,43.33,12300,1287,0.0564972,1.65421,-0.000777605,False,False,коэффициент_автономии
7736324575,выжил,,,9.81767,52.10,12300,,0.666667,,,False,,
7736328322,банкрот,2022,Watching,1,41.20,12300,2.26049e+06,0.00433378,1.00393,-13.4303,False,False,коэффициент_автономии
7736520876,банкрот,2023,Tender,1,46.43,12300,167260,-0.024311,,0.678182,False,False,коэффициент_автономии;падение_выручки
7736652294,выжил,,,9.81767,93.19,10000,994,-1.61709,,-4.52222,True,False,коэффициент_автономии;ча_отрицательные_2года
7743088537,выжил,,,9.81767,94.99,20200,,,,,,,
7743091794,выжил,,,9.81767,68.20.2,12300,68138,0.0873415,,0.147838,False,False,коэффициент_автономии
7743096721,выжил,,,9.81767,68.10.1,12300,8606,0.0717594,,,False,False,коэффициент_автономии
7743116706,выжил,,,9.81767,46.76.1,12300,1513,0.472735,1.89354,0.875371,False,False,падение_выручки
7743123693,выжил,,,9.81767,68.20,12300,,-0.0727824,,,True,,коэффициент_автономии;ча_отрицательные_2года
7743140498,выжил,,,9.81767,46.73,12300,48024,0.0237583,,0.0074815,False,False,коэффициент_автономии
7743181007,выжил,,,9.81767,,12300,4560,0.381576,,-0.208267,False,False,
7743182956,выжил,,,9.81767,22.29,12300,5944,0.139157,,0.734572,False,False,падение_выручки
7743197857,выжил,,,9.81767,46.73.6,12300,8972,0.757559,,0.0932794,False,False,
7743254061,выжил,,,9.81767,,71400,,,2.66667,,,,
7743267335,выжил,,,9.81767,63.11,12300,0,-25.3529,,1,False,True,коэффициент_автономии;падение_выручки;убыток_2года
7743289917,выжил,,,9.81767,62.01,12300,2359,-1.20644,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7743292860,выжил,,,9.81767,10.32,12300,64388,0.193589,,-0.491326,False,False,
7743302861,выжил,,,9.81767,81.10,12300,25628,1,,0.283774,False,False,
7743303417,выжил,,,9.81767,,12300,,1,,,False,True,убыток_2года
7743310358,банкрот,2022,ProceedingsFinished,1,37.00,12300,73252,-0.0609031,,-0.243393,True,False,коэффициент_автономии;ча_отрицательные_2года
7743533202,выжил,,,9.81767,80.10,12300,184654,0.019667,,-0.491539,False,False,коэффициент_автономии
7743666837,выжил,,,9.81767,45.31.1,12165,4402,1,,0.121883,False,False,
7743669387,выжил,,,9.81767,46.49,12165,3692,1,,-1.14029,False,False,
7743761696,выжил,,,9.81767,46.19,12300,3.21256e+06,0.761279,4.14885,-0.360673,False,False,
7743821810,выжил,,,9.81767,25.61,12300,83239,0.395002,,0.296058,False,False,
7743891342,выжил,,,9.81767,47.5,12300,768,0.861224,,-0.190698,False,False,
7743921702,выжил,,,9.81767,46.90,12300,44397,0.165233,,-2.70809,False,False,
7743927077,выжил,,,9.81767,27.12,12300,0,0.825,,1,False,False,падение_выручки
7743938390,выжил,,,9.81767,73.11,12300,4064,0.289441,,-0.163137,False,False,
7751039420,выжил,,,9.81767,46.45,12300,,-41.2941,1.21429,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7751069418,выжил,,,9.81767,79.11,12300,4048,0.00243963,,-1.01393,False,False,коэффициент_автономии
7751126320,выжил,,,9.81767,46.90,12300,37491,0.00713776,1.00719,,False,False,коэффициент_автономии
7751173120,выжил,,,9.81767,20.15,12300,24887,0.576019,,-0.807991,False,False,
7751184001,выжил,,,9.81767,72.19,12300,0,1,,,False,False,
7751190037,выжил,,,9.81767,78.10,12300,,,,,,,
7751205808,выжил,,,9.81767,96.02,12300,,-0.444072,,,,False,коэффициент_автономии
7751525043,выжил,,,9.81767,52.29,12300,1019,0.10576,1.11827,-4.53804,False,False,
7801012762,банкрот,2022,Tender,1,68.20.2,12300,24659,0.474559,,-0.340163,False,False,
7801125501,выжил,,,9.81767,47.19,12300,6079,0.620135,,,False,False,
7801210203,выжил,,,9.81767,86.23,12300,2453,-0.279823,0.211738,-0.0460554,False,True,коэффициент_автономии;текущая_ликвидность;убыток_2года
7801267369,выжил,,,9.81767,68.20,12300,9787,0.842878,,0.101945,False,False,
7801276204,выжил,,,9.81767,47.52,12300,23146,0.00102145,1.50175,-0.104979,False,,коэффициент_автономии
7801288810,выжил,,,9.81767,46.71.1,12300,4549,0.0695831,1.07479,0.908794,False,False,коэффициент_автономии;падение_выручки
7801289108,выжил,,,9.81767,49.3,12300,,,,,True,True,убыток_2года;ча_отрицательные_2года
7801336407,выжил,,,9.81767,82.30,20600,,-0.190476,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7801369522,выжил,,,9.81767,68.20,12300,1923,-2.36228,,-0.0299946,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7801411326,выжил,,,9.81767,47.71,12300,203218,0.981537,53.2353,0.594075,False,False,падение_выручки
7801416910,выжил,,,9.81767,56.10,12300,350,1,,0.166667,False,False,
7801417399,выжил,,,9.81767,71.11,12300,0,0.371186,,,False,False,
7801439089,выжил,,,9.81767,96.09,12300,6,1,,0.996698,False,False,падение_выручки
7801616813,выжил,,,9.81767,46.72,12300,3566,0.722672,3.60584,0.730257,False,False,падение_выручки
7801665761,выжил,,,9.81767,88.99,71400,,,,,,,
7801686659,выжил,,,9.81767,64.20,12300,,1,,,False,,
7801687067,выжил,,,9.81767,46.71,12300,47913,0.237201,1.31096,-4.62425,False,False,
7801690197,выжил,,,9.81767,85.42.9,12300,,-0.295082,,,,False,коэффициент_автономии
7802056681,выжил,,,9.81767,,20102,,,37.7609,,,False,
7802077811,выжил,,,9.81767,,12300,600,-0.00200185,,-0.333333,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7802165881,выжил,,,9.81767,52.2,20101,,,,,,,
7802390855,выжил,,,9.81767,43.12,12300,,0.994758,166.018,,False,False,
7802406720,выжил,,,9.81767,,12300,2303,-0.942186,4.56495,,True,False,коэффициент_автономии;ча_отрицательные_2года
7802418959,выжил,,,9.81767,43.21,12300,90291,0.200326,,-0.258323,False,False,
7802524731,выжил,,,9.81767,46.90,12300,129619,0.0172202,1.02439,0.592974,False,False,коэффициент_автономии;падение_выручки
7802611575,выжил,,,9.81767,52.29,12300,36921,0.0308613,0.201004,-0.444258,False,False,коэффициент_автономии;текущая_ликвидность
7802624327,выжил,,,9.81767,23.13,12300,,-0.134431,,,True,False,коэффициент_автономии;ча_отрицательные_2года
7802624888,выжил,,,9.81767,,19000,,,,,False,,
7802664464,выжил,,,9.81767,78.10,12300,398,0.507937,,,False,False,
7802664947,выжил,,,9.81767,86.21,12300,63871,0.265676,1.48618,-0.00550999,False,False,
7802669960,выжил,,,9.81767,68.32,20716,,,8.22925,,,False,
7802696635,выжил,,,9.81767,46.90,12300,1998,-0.624652,0.49401,0.661184,False,False,коэффициент_автономии;падение_выручки;текущая_ликвидность
7802699058,выжил,,,9.81767,45.20,12300,14665,0.161702,,-0.263571,False,False,
7802727080,выжил,,,9.81767,46.90,12300,2160,0.00540958,1.00544,,False,False,коэффициент_автономии
7802784419,выжил,,,9.81767,68.31,12300,42670,0.50378,,0.653953,False,False,падение_выручки
7802812659,выжил,,,9.81767,43.3,12300,,0.599681,,,False,False,
7802877293,выжил,,,9.81767,46.74,12300,4703,0.531915,2.13636,-3.50048,False,False,
7802881317,выжил,,,9.81767,,12300,1413,0.125979,,,False,False,
7802885992,выжил,,,9.81767,41.20,12300,1500,0.999221,1284,,False,False,
7802890664,выжил,,,9.81767,46.72,12300,,1,,,False,,
7802899000,выжил,,,9.81767,68.20.2,12300,,-0.0519802,1.21504,,False,False,коэффициент_автономии
7804078345,выжил,,,9.81767,46.37,12300,7.11325e+06,0.385073,1.62513,-0.079163,False,False,
7804161561,выжил,,,9.81767,46.90,12300,1.33903e+06,0.166928,1.07834,0.00888502,False,False,
7804196532,выжил,,,9.81767,68.32,12300,3919,0.0753787,,0.0907193,False,False,коэффициент_автономии
7804290292,выжил,,,9.81767,82.99,71400,260,1,,0.601838,False,False,падение_выручки
7804327697,выжил,,,9.81767,69.20.2,12300,1030,0.949749,,0.0364827,False,False,
7804425567,выжил,,,9.81767,71.1,12300,3094,1,,-1.35106,False,False,
7804428511,выжил,,,9.81767,,12300,2026,0.540323,2.17544,0.00977517,False,False,
7804463964,выжил,,,9.81767,71.2,19000,0,0.445331,1.73275,,False,False,
7804503906,выжил,,,9.81767,,12300,36870,0.0705369,2.00927,0.343822,False,False,коэффициент_автономии
7804521221,выжил,,,9.81767,,12300,,1,,,False,,
7804557323,выжил,,,9.81767,46.69.9,12300,7597,0.0223824,0.980376,0.860442,False,False,коэффициент_автономии;падение_выручки;текущая_ликвидность
7804606740,выжил,,,9.81767,33.12,10000,6874,0.149533,,0.148203,False,False,
7804645555,выжил,,,9.81767,52.29,12300,,,,,,,
7804658850,выжил,,,9.81767,46.73,12300,3737,0.674312,,-1.36819,False,False,
7804681747,выжил,,,9.81767,82.92,12300,33883,0.0938035,,,,False,коэффициент_автономии
7804684138,выжил,,,9.81767,74.20,12300,2673,-9.46667,,,,False,коэффициент_автономии
7804686720,выжил,,,9.81767,45.31,12300,2993,0.27679,,,,False,
7805302670,выжил,,,9.81767,94.99,20200,,,1,,,,
7805317638,выжил,,,9.81767,52.29,12300,2098,0.791691,4.75565,0.374478,False,True,убыток_2года
7805318952,выжил,,,9.81767,46.38,12300,81385,0.014672,,0.438569,False,False,коэффициент_автономии
7805323247,банкрот,2024,Tender,1,41.20,12300,504404,0.0248421,,-2.12342,False,False,коэффициент_автономии
7805341077,выжил,,,9.81767,85.13,28001,,,,,,,
7805718982,выжил,,,9.81767,79.11,12300,0,,,1,False,False,падение_выручки
7805733123,выжил,,,9.81767,93.29,12300,822,0.388889,,0.801305,False,False,падение_выручки
7805752817,выжил,,,9.81767,23.70,12300,44260,0.371946,,,False,False,
7805756868,выжил,,,9.81767,46.90,12300,85671,0.164835,,0.0423434,False,False,
7805777554,выжил,,,9.81767,73.11,12300,22643,0.00571701,,,,False,коэффициент_автономии
7806034093,выжил,,,9.81767,18.12,12165,1637,0.0372414,1.03868,0.287331,False,False,коэффициент_автономии
7806297511,выжил,,,9.81767,52.21.24,12300,3018,-3.67089,,-8.61146,True,False,коэффициент_автономии;ча_отрицательные_2года
7806316235,выжил,,,9.81767,27.12,12300,24333,-0.154927,0.865856,-0.429587,True,False,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
7806483500,выжил,,,9.81767,47.74,12300,,-0.130067,0.884903,,True,,коэффициент_автономии;текущая_ликвидность;ча_отрицательные_2года
7806536985,выжил,,,9.81767,46.47.1,12300,547,0.742411,,0.749083,False,False,падение_выручки
7807015569,выжил,,,9.81767,68.32.1,20102,768,,,-0.192547,,False,
7807153431,выжил,,,9.81767,43.39,12300,,1,,,False,,
7807196315,выжил,,,9.81767,47.19,12300,0,-5.1,2.69231,1,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
7807241173,выжил,,,9.81767,46.39,12300,,0.288462,6.72727,,False,,
7807246904,выжил,,,9.81767,77.40,12300,,0.0118765,,,,,коэффициент_автономии
7807250354,выжил,,,9.81767,52.29,12300,8212,0.830721,5.90741,,False,False,
7807334068,выжил,,,9.81767,43.33,12300,15726,0.435281,,-0.0415949,False,False,
7807351560,выжил,,,9.81767,80.10,12300,102562,0.586449,,-0.326856,False,False,
7807358012,выжил,,,9.81767,46.19,12165,0,1,,1,False,False,падение_выручки
7807378121,выжил,,,9.81767,46.46,12300,84561,0.94582,13.0628,0.342276,False,False,
7807390707,выжил,,,9.81767,,12300,893,0.177793,,0.574357,False,False,падение_выручки
7810294979,банкрот,2023,ProceedingsStopped,1,72.19,12100,,0.0218433,,,False,,коэффициент_автономии
7810305726,выжил,,,9.81767,94.20,20202,,,19.0217,,,,
